timestamp,open,high,low,close,volume
2023-05-05,23024.69,23066.76,22831.75,22924.46,1957.6
2023-05-06,23354.73,23360.11,23120.23,23251.87,7077.78
2023-05-07,24480.52,24621.58,24219.71,24404.08,762.59
2023-05-08,24026.06,24087.88,23666.43,23905.33,4277.52
2023-05-09,23531.12,23732.61,23460.2,23639.68,3864.23
2023-05-10,23637.86,23866.85,23497.26,23723.11,5004.65
2023-05-11,23426.72,23494.52,23307.45,23491.84,4000.95
2023-05-12,22588.23,22902.39,22556.78,22721.39,4291.75
2023-05-13,22812.74,22938.18,22598.82,22785.39,7017.66
2023-05-14,22357.3,22552.25,22278.16,22282.47,1321.55
2023-05-15,22473.56,22646.32,22040.36,22543.34,5911.34
2023-05-16,22131.99,22135.99,21961.12,22116.16,3147.62
2023-05-17,22770.06,22905.22,22737.27,22898.32,1562.38
2023-05-18,22550.79,22682.72,22354.27,22532.53,2014.1
2023-05-19,22311.56,22512.65,22262.19,22400.94,5983.67
2023-05-20,22701.19,22975.36,22370.26,22829.52,7348.49
2023-05-21,22296.37,22360.05,22136.14,22239.24,6747.06
2023-05-22,22264.72,22572.42,22244.21,22377.47,6896.97
2023-05-23,23034.64,23223.02,22960.64,23047.83,6014.33
2023-05-24,22148.37,22648.78,21964.66,22260.12,6680.7
2023-05-25,22419.32,22514.07,21845.93,22376.71,5983.81
2023-05-26,22457.25,22548.09,22253.97,22530.67,5747.74
2023-05-27,22826.33,23047.7,22626.07,22944.12,6198.28
2023-05-28,22410.93,22430.73,22012.57,22345.85,3359.28
2023-05-29,21848.95,22005.62,21450.43,21721.84,6217.48
2023-05-30,21991.89,22347.64,21704.55,21995.41,4948.95
2023-05-31,22272.96,22374.51,22068.8,22163.28,5444.01
2023-06-01,22371.88,22595.65,22237.79,22309.47,7481.51
2023-06-02,22416.91,22626.84,22358.62,22503.41,4320.99
2023-06-03,22123.24,22242.3,22095.42,22190.55,4466.96
2023-06-04,22289.38,22516.86,22082.98,22327.1,3479.51
2023-06-05,22620.75,22678.2,22348.77,22494.04,3071.36
2023-06-06,22236.11,22456.99,21887.5,22163.38,1078.82
2023-06-07,23003.78,23145.63,22616.68,23095.31,6929.56
2023-06-08,23339.47,23406.34,23218.21,23358.85,5839.32
2023-06-09,22678.37,23022.91,22524.07,22769.35,4189.5
2023-06-10,23215.52,23441.63,23052.95,23120.03,7243.71
2023-06-11,22566.12,22881.34,22506.89,22646.05,954.36
2023-06-12,23067.82,23169.45,23035.04,23059.19,7526.52
2023-06-13,23615.77,23863.95,23504.29,23667.99,1641.03
2023-06-14,23397.73,23399.46,23235.96,23261.89,7336.84
2023-06-15,23762.5,23861.49,23362.9,23775.42,5525.39
2023-06-16,23908.09,24576.25,23727.81,24011.92,5742.76
2023-06-17,24604.58,24730.68,24412.48,24466.61,4000.82
2023-06-18,25620.7,25753.49,25396.35,25508.02,7025.69
2023-06-19,25526.68,25712.98,25384.93,25391.21,5352.98
2023-06-20,25101.2,25501.73,24900.82,24990.57,7747.09
2023-06-21,24576.97,24590.21,24309.99,24521.2,5540.65
2023-06-22,24069.32,24228.88,23920.55,24100.01,5489.21
2023-06-23,24221.63,24278.77,23883.73,24077.34,6673.19
2023-06-24,24295.37,24344.38,24166.24,24275.85,3553.77
2023-06-25,24390.44,24510.69,24185.74,24441.17,6320.37
2023-06-26,24992.22,25105.77,24646.27,24903.23,1441.64
2023-06-27,24940.85,24992.98,24672.68,24927.54,5740.42
2023-06-28,25707.05,26079.97,25387.29,25741.47,3334.69
2023-06-29,25524.71,25670.71,25489.94,25608.52,5655.9
2023-06-30,27196.39,27348.5,26668.81,27157.45,7055.01
2023-07-01,27554.53,27705.05,27448.11,27548.22,3064.96
2023-07-02,27006.6,27049.8,26693.87,27045.48,4553.8
2023-07-03,26458.52,26844.11,26280.56,26424.3,5946.89
2023-07-04,26866.03,26989.04,26665.95,26719.97,7778.67
2023-07-05,26463.14,26686.97,26422.94,26603.52,1313.87
2023-07-06,27031.24,27155.44,26842.94,27035.82,2808.48
2023-07-07,27430.87,27646.09,26913.4,27331.49,5225.21
2023-07-08,27372.4,27459.08,27169.81,27301.59,1443.49
2023-07-09,26703.83,27146.69,26495.98,26806.39,4574.59
2023-07-10,25990.79,26105.08,25892.48,25925.76,2472.87
2023-07-11,25825.63,26018.2,25395.84,25682.96,4832.31
2023-07-12,26034.76,26193.93,25935.92,26178.19,5231.78
2023-07-13,26413.4,26442.71,26252.85,26312.62,2154.39
2023-07-14,25636.33,25718.5,25366.81,25602.23,7327.42
2023-07-15,25664.59,25771.7,25510.91,25709.81,2597.08
2023-07-16,26037.81,26183.23,25559.84,25937.4,1254.19
2023-07-17,25480.17,25648.74,24989.95,25442.35,1781.04
2023-07-18,25609.69,25862.58,25464.76,25537.11,1245.55
2023-07-19,25431.92,25670.93,25181.34,25578.13,4810.6
2023-07-20,24862.64,25266.81,24571.41,24942.87,4334.49
2023-07-21,25293.71,25632.75,25063.12,25146.52,3697.8
2023-07-22,25441.78,25621.04,25242.88,25463.72,7989.11
2023-07-23,25960.8,26307.4,25897.65,26077.08,5010.49
2023-07-24,26615.69,26802.06,26380.67,26688.02,3231.04
2023-07-25,25751.49,26032.53,25594.3,25885.23,6771.46
2023-07-26,25275.64,25363.45,25066.48,25356.66,5519.15
2023-07-27,25659.1,25681.37,25408.35,25648.95,5538.62
2023-07-28,26097.34,26353.34,25799.26,25943.5,6263.55
2023-07-29,26230.79,26650.39,26210.55,26241.75,7707.85
2023-07-30,28358.99,28625.0,28133.35,28469.92,4659.56
2023-07-31,28691.75,28976.47,28326.53,28831.29,3227.08
2023-08-01,29613.47,29686.0,29428.74,29554.98,1669.13
2023-08-02,30356.67,30696.39,30160.69,30178.32,7137.46
2023-08-03,30621.14,30812.18,30429.96,30613.44,6176.93
2023-08-04,30267.5,30458.13,30144.98,30403.32,6023.43
2023-08-05,30740.66,31056.75,30475.9,30912.72,3343.56
2023-08-06,30238.09,30604.76,30216.89,30388.46,2901.93
2023-08-07,30193.61,30402.23,29672.25,30230.98,4410.79
2023-08-08,30059.09,30329.82,29848.44,29908.57,7162.92
2023-08-09,29857.6,29962.78,29752.47,29962.41,7283.06
2023-08-10,31626.77,31920.56,31344.51,31487.7,2883.5
2023-08-11,30041.41,30338.08,29754.47,30193.25,5941.94
2023-08-12,30591.17,30734.33,30578.78,30647.77,6767.13
2023-08-13,29428.28,29598.94,28845.42,29558.63,6456.07
2023-08-14,29135.49,29319.85,28544.48,29249.62,1647.68
2023-08-15,29900.25,29963.18,29778.6,29947.86,3791.34
2023-08-16,29919.54,30000.21,29226.65,29987.26,1315.83
2023-08-17,29322.36,29391.04,29146.41,29272.89,5449.19
2023-08-18,28688.28,29104.15,28529.57,28808.58,8227.46
2023-08-19,29080.19,29249.98,28948.36,29235.33,1470.26
2023-08-20,28693.27,28855.72,28623.68,28761.17,985.45
2023-08-21,28896.7,29041.85,28538.79,28893.44,5183.9
2023-08-22,28926.72,29137.8,28675.82,28917.33,7168.09
2023-08-23,28480.2,28545.01,28364.59,28497.37,3623.36
2023-08-24,29953.07,30232.58,29626.08,29835.8,601.06
2023-08-25,30215.16,30430.01,30120.41,30245.59,2468.31
2023-08-26,28981.54,28985.05,28866.14,28891.3,2166.84
2023-08-27,28833.24,29262.59,28602.58,29003.04,4825.6
2023-08-28,28558.0,28580.71,28285.28,28573.64,2947.92
2023-08-29,29185.05,29194.39,28566.05,29102.16,3537.38
2023-08-30,28573.05,28688.72,28507.9,28586.96,7694.85
2023-08-31,28605.0,28652.23,28246.34,28506.85,3886.19
2023-09-01,28730.5,29073.71,28710.14,28815.33,5403.34
2023-09-02,29411.69,29628.07,29290.62,29355.56,5182.59
2023-09-03,28422.75,28754.06,28150.45,28571.32,6281.64
2023-09-04,28356.13,28370.35,28300.04,28351.97,1137.27
2023-09-05,28119.24,28139.44,27866.38,28046.44,2780.59
2023-09-06,27584.03,27921.0,27433.64,27633.87,1916.22
2023-09-07,28585.38,28963.42,28520.51,28697.61,6427.79
2023-09-08,28861.51,29107.01,28720.93,28943.11,3440.44
2023-09-09,28030.38,28424.79,27967.1,28129.73,6488.03
2023-09-10,28736.84,28949.27,28553.42,28687.3,7870.92
2023-09-11,30123.34,30132.6,29666.21,30015.74,6285.78
2023-09-12,30800.7,31242.4,30476.32,30685.9,3127.9
2023-09-13,29800.37,29885.57,29507.0,29648.07,3894.3
2023-09-14,29298.98,29620.84,29163.06,29320.3,2318.6
2023-09-15,29988.68,30161.11,29937.96,30125.51,5537.74
2023-09-16,29567.8,29682.98,29495.67,29643.96,6989.62
2023-09-17,30071.29,30134.93,29720.39,29920.87,4113.07
2023-09-18,30542.78,30740.77,30201.71,30417.94,5599.2
2023-09-19,29669.12,29959.41,29591.38,29784.41,7763.6
2023-09-20,29569.29,29739.49,29546.84,29732.28,6205.56
2023-09-21,27704.11,27723.07,27592.13,27598.86,7012.88
2023-09-22,27039.74,27361.58,26468.18,26964.42,4409.09
2023-09-23,26737.16,27032.87,26348.77,26802.28,7186.94
2023-09-24,26096.77,26226.74,25924.43,26054.16,4013.52
2023-09-25,26818.86,27080.89,26640.06,26977.71,8312.51
2023-09-26,25990.61,26309.84,25721.51,26116.22,2108.39
2023-09-27,25868.11,25955.55,25702.15,25851.02,1920.29
2023-09-28,25868.06,26212.89,25810.43,25913.03,546.71
2023-09-29,26805.91,27116.91,26412.27,26722.22,1657.17
2023-09-30,25804.82,26094.07,25635.73,25865.16,6025.93
2023-10-01,26637.32,27081.52,26154.09,26514.44,3727.94
2023-10-02,26569.66,26878.67,26260.06,26507.44,1219.92
2023-10-03,25949.46,26068.28,25462.84,25922.02,994.75
2023-10-04,26197.88,26259.86,25783.03,26172.76,5064.75
2023-10-05,26330.05,26726.6,26143.08,26274.41,6801.17
2023-10-06,25913.86,26086.03,25682.52,25914.4,5808.58
2023-10-07,26031.14,26165.88,25365.69,25941.29,1650.39
2023-10-08,25655.45,25873.17,25482.01,25708.45,2190.13
2023-10-09,25790.17,25818.04,25720.68,25759.81,3693.87
2023-10-10,26164.86,26285.39,26049.11,26122.17,3621.01
2023-10-11,27130.75,27187.32,26761.47,27020.57,5068.38
2023-10-12,26171.78,26678.42,25875.26,26271.25,717.57
2023-10-13,27333.99,27749.25,27217.92,27490.95,4585.91
2023-10-14,26233.11,26458.91,26015.8,26296.62,6946.17
2023-10-15,26097.06,26236.58,26056.8,26195.73,4246.49
2023-10-16,26405.13,26816.81,26361.49,26521.78,4372.06
2023-10-17,26652.41,26753.37,26460.33,26672.62,1702.07
2023-10-18,26328.86,26492.54,26210.93,26294.08,5484.59
2023-10-19,26304.13,26424.15,25956.45,26160.79,2455.46
2023-10-20,25990.37,26175.03,25690.41,25864.28,6437.11
2023-10-21,25500.98,25704.74,25393.59,25516.37,974.58
2023-10-22,26107.7,26110.62,25959.86,25980.99,3723.03
2023-10-23,26124.66,26409.42,26072.92,26172.6,4770.16
2023-10-24,25896.21,25914.21,25738.6,25761.18,2553.97
2023-10-25,26331.6,26458.48,26025.6,26258.86,4845.01
2023-10-26,26412.67,26543.98,26395.76,26424.1,3132.11
2023-10-27,26759.9,26959.22,26668.12,26884.4,2470.5
2023-10-28,27359.09,27477.18,27022.69,27244.46,1406.57
2023-10-29,26850.75,27420.35,26672.0,26735.21,6009.59
2023-10-30,26407.51,26439.67,26376.27,26393.72,4152.51
2023-10-31,26708.39,26993.78,26612.2,26815.94,3703.37
2023-11-01,27213.5,27650.3,27009.82,27164.28,4406.73
2023-11-02,27239.85,27255.86,26999.53,27140.06,6585.26
2023-11-03,27101.09,27211.37,26946.81,27198.55,3061.95
2023-11-04,28037.78,28151.92,27628.29,27951.66,7258.33
2023-11-05,27701.96,27722.91,27496.82,27576.35,4025.84
2023-11-06,28059.43,28173.56,27883.45,27897.07,7659.92
2023-11-07,27774.75,27938.18,27545.66,27761.86,5446.01
2023-11-08,27724.8,27725.99,27328.73,27618.05,7972.71
2023-11-09,28174.56,28403.59,27760.44,28275.07,6629.73
2023-11-10,28804.7,28850.9,28504.37,28777.91,3495.62
2023-11-11,29428.24,29553.97,28996.79,29282.38,5947.15
2023-11-12,30218.85,30247.2,29912.01,30112.87,7501.48
2023-11-13,30035.61,30219.3,29903.94,30116.24,7359.23
2023-11-14,30614.37,30740.44,30509.01,30557.79,5190.5
2023-11-15,30187.41,30621.38,30140.92,30339.06,4460.56
2023-11-16,30716.85,30775.8,30480.86,30545.63,5756.46
2023-11-17,30497.81,30508.77,30158.97,30448.6,602.24
2023-11-18,30526.21,30588.5,30066.8,30504.33,7218.11
2023-11-19,30738.86,30950.14,30539.8,30894.79,7216.4
2023-11-20,30446.03,30590.75,29891.24,30329.9,2945.16
2023-11-21,31706.82,31806.8,31664.85,31717.79,3192.3
2023-11-22,31005.34,31331.45,30881.71,31007.49,1804.21
2023-11-23,30248.18,30487.79,30034.98,30171.42,3172.85
2023-11-24,30914.47,31034.54,30725.51,30932.9,5181.54
2023-11-25,31408.83,31780.99,31382.9,31464.57,7954.44
2023-11-26,31941.1,32253.65,31794.75,31889.76,2976.12
2023-11-27,32396.31,32600.62,32220.07,32324.04,6899.05
2023-11-28,32223.49,32444.58,31867.87,32309.07,4436.98
2023-11-29,31591.46,31921.94,31330.87,31665.44,7678.16
2023-11-30,31854.15,32188.21,31529.31,31712.89,5682.93
2023-12-01,31145.62,31402.26,31077.48,31235.47,4811.54
2023-12-02,31752.14,32067.04,31317.04,31901.05,7245.05
2023-12-03,31811.46,32390.61,31729.32,31793.66,1336.36
2023-12-04,31183.49,31228.34,31128.09,31212.5,6989.15
2023-12-05,30911.26,31093.07,30862.68,30988.53,6667.19
2023-12-06,31086.35,31346.49,30864.07,31267.2,2732.24
2023-12-07,31015.1,31145.21,30793.12,30876.98,4718.24
2023-12-08,30169.68,30473.08,29712.46,30316.46,5180.87
2023-12-09,30403.3,30549.69,30147.26,30477.45,877.83
2023-12-10,30788.73,31000.5,30535.6,30640.59,5140.59
2023-12-11,30440.8,30658.74,30120.18,30298.17,788.65
2023-12-12,30013.74,30169.49,29807.93,29983.94,6788.84
2023-12-13,30172.99,30181.69,30073.27,30137.2,6783.5
2023-12-14,29310.41,29460.25,29025.23,29177.72,3863.85
2023-12-15,28213.17,28883.21,27879.74,28275.28,5102.54
2023-12-16,27960.88,28039.25,27361.09,27829.79,5432.07
2023-12-17,27731.4,27978.06,27476.12,27700.92,4380.96
2023-12-18,27760.15,28067.31,27702.89,27892.62,5596.54
2023-12-19,28956.32,29509.93,28459.83,28800.61,4482.84
2023-12-20,29394.45,29537.94,29322.45,29347.23,3255.27
2023-12-21,29238.01,29290.8,29186.49,29247.66,1975.94
2023-12-22,29278.44,29762.15,29030.37,29239.57,4420.81
2023-12-23,28429.56,28752.43,28181.44,28599.27,5017.77
2023-12-24,28596.92,28729.02,28506.25,28592.57,3481.84
2023-12-25,28275.59,28457.42,28074.12,28416.39,3211.63
2023-12-26,28626.5,28688.02,28619.7,28623.95,5771.04
2023-12-27,28275.57,28517.57,28019.59,28109.34,3622.98
2023-12-28,28410.48,28585.69,28221.35,28437.16,5899.19
2023-12-29,29441.33,29484.01,29186.55,29403.25,7742.33
2023-12-30,29453.9,29581.21,29306.8,29340.81,5823.62
2023-12-31,29471.5,29754.1,29274.36,29608.48,3388.84
2024-01-01,29930.22,30598.33,29564.27,30066.95,1070.12
2024-01-02,29660.93,29928.2,29538.84,29811.11,5736.54
2024-01-03,30032.3,30072.65,29686.07,29968.05,585.86
2024-01-04,30035.83,30451.81,29937.27,29986.86,7144.89
2024-01-05,30143.11,30325.63,30048.28,30062.31,1599.7
2024-01-06,29389.38,29738.74,28988.01,29562.6,4339.31
2024-01-07,29617.79,29770.61,29126.54,29590.37,6013.04
2024-01-08,29981.59,30157.0,29814.14,29926.9,3778.94
2024-01-09,30959.42,31168.42,30662.01,30895.3,6523.95
2024-01-10,31540.93,31837.59,31407.59,31561.22,6967.37
2024-01-11,33236.35,33365.64,32589.68,33071.01,5061.14
2024-01-12,32478.42,32709.09,32065.78,32528.7,5733.07
2024-01-13,33119.3,33376.09,33052.1,33169.23,1588.36
2024-01-14,33476.14,33799.87,33063.09,33320.16,716.73
2024-01-15,35004.31,35124.55,34548.26,34943.16,1052.37
2024-01-16,34303.76,34674.34,33998.73,34341.0,5087.1
2024-01-17,33671.26,34045.35,33160.94,33726.06,1574.35
2024-01-18,33295.24,33424.1,33293.78,33301.0,7740.82
2024-01-19,31720.83,31885.85,31441.77,31764.97,682.65
2024-01-20,31513.73,31604.67,30963.78,31417.14,7428.96
2024-01-21,30769.94,31000.12,30746.83,30912.33,7426.99
2024-01-22,31073.03,31129.88,30652.43,31034.69,3083.07
2024-01-23,31304.25,31676.28,31242.82,31288.7,4580.92
2024-01-24,32703.98,33011.81,32544.36,32601.52,2837.08
2024-01-25,33209.79,33633.1,32873.68,33305.98,7927.14
2024-01-26,32929.87,33157.59,32653.98,32907.08,1552.53
2024-01-27,32259.06,32751.96,32206.04,32280.73,3532.21
2024-01-28,32847.73,33457.49,32577.97,32654.21,4996.49
2024-01-29,31776.65,32004.97,31617.0,31730.7,805.17
2024-01-30,33024.25,33371.11,32621.36,33033.94,7748.36
2024-01-31,34084.03,34149.4,33845.23,33917.38,7300.9
2024-02-01,33445.92,34070.28,33348.69,33594.81,6685.51
2024-02-02,32269.39,32428.96,32237.13,32356.45,8026.55
2024-02-03,33340.83,33660.3,33272.73,33347.47,3320.25
2024-02-04,33206.5,33570.64,33036.1,33292.08,3468.95
2024-02-05,34232.42,34431.01,33484.1,34227.79,6999.4
2024-02-06,33248.32,33319.65,32741.86,33057.61,6521.66
2024-02-07,32680.43,32768.43,32347.1,32651.62,7248.99
2024-02-08,32513.81,32738.89,32478.44,32685.43,4510.05
2024-02-09,32799.52,33062.46,32237.03,32749.77,5992.25
2024-02-10,32531.6,32594.29,32350.17,32456.62,3249.33
2024-02-11,33052.99,33249.81,32697.05,32932.68,7905.34
2024-02-12,32001.7,32367.57,31863.76,32191.42,636.0
2024-02-13,32214.28,32434.42,31990.24,32122.59,1607.26
2024-02-14,32338.05,32522.63,32060.2,32240.0,6397.83
2024-02-15,32773.34,33082.08,32437.58,32637.86,4295.26
2024-02-16,33014.49,33238.89,32579.06,33182.66,1035.42
2024-02-17,32337.76,32819.64,32310.08,32396.53,7718.07
2024-02-18,31176.79,31371.41,31169.22,31337.62,2859.52
2024-02-19,32088.52,32409.32,31713.1,32252.28,6038.88
2024-02-20,32347.76,32524.1,32305.77,32523.3,2831.89
2024-02-21,31920.85,32205.48,31697.22,32023.69,7661.1
2024-02-22,33114.58,33319.39,33040.74,33152.33,4110.39
2024-02-23,33164.82,33442.81,33143.81,33274.21,5158.39
2024-02-24,34117.26,34181.9,33883.59,34175.57,7262.74
2024-02-25,34267.14,34358.99,33666.23,34265.88,5187.41
2024-02-26,35675.17,36229.62,35358.07,35859.44,6095.33
2024-02-27,37430.93,37664.25,37216.05,37286.62,4537.55
2024-02-28,36967.8,37533.73,36748.37,37126.91,4370.07
2024-02-29,37866.96,38235.53,37765.14,37965.24,926.28
2024-03-01,38665.53,38957.74,38357.39,38550.51,2632.65
2024-03-02,39857.39,39862.28,39485.59,39758.64,1289.31
2024-03-03,38898.59,39314.8,38671.45,38963.94,2888.35
2024-03-04,39738.09,39892.75,39550.22,39600.79,7527.74
2024-03-05,40513.16,40879.61,40491.88,40572.89,3447.5
2024-03-06,39116.88,39736.03,38891.51,39054.68,5567.94
2024-03-07,38301.16,38549.92,37766.56,38088.14,1347.96
2024-03-08,36551.86,36860.34,36300.99,36428.67,3286.97
2024-03-09,36459.01,36499.56,35438.58,36260.25,4105.21
2024-03-10,36751.44,36885.26,36337.03,36880.28,917.61
2024-03-11,38270.52,38702.81,37771.09,38148.03,7054.27
2024-03-12,38128.81,38359.02,38015.38,38261.05,7297.51
